Date,Close
2026-07-14T00:00:00,62346.0
2026-07-14T00:01:00,62360.79
2026-07-14T00:02:00,62324.0
2026-07-14T00:03:00,62310.0
2026-07-14T00:04:00,62310.0
2026-07-14T00:05:00,62290.0
2026-07-14T00:06:00,62319.35
2026-07-14T00:07:00,62296.1
2026-07-14T00:08:00,62289.82
2026-07-14T00:09:00,62335.99
2026-07-14T00:10:00,62374.78
2026-07-14T00:11:00,62405.01
2026-07-14T00:12:00,62442.73
2026-07-14T00:13:00,62460.04
2026-07-14T00:14:00,62436.61
2026-07-14T00:15:00,62378.86
2026-07-14T00:16:00,62364.0
2026-07-14T00:17:00,62366.0
2026-07-14T00:18:00,62406.0
2026-07-14T00:19:00,62368.96
2026-07-14T00:20:00,62361.44
2026-07-14T00:21:00,62416.23
2026-07-14T00:22:00,62380.0
2026-07-14T00:23:00,62359.99
2026-07-14T00:24:00,62412.0
2026-07-14T00:25:00,62391.6
2026-07-14T00:26:00,62328.77
2026-07-14T00:27:00,62330.33
2026-07-14T00:28:00,62330.0
2026-07-14T00:29:00,62372.76
2026-07-14T00:30:00,62413.99
2026-07-14T00:31:00,62397.36
2026-07-14T00:32:00,62393.56
2026-07-14T00:33:00,62442.01
2026-07-14T00:34:00,62384.01
2026-07-14T00:35:00,62429.99
2026-07-14T00:36:00,62372.36
2026-07-14T00:37:00,62374.0
2026-07-14T00:38:00,62372.0
2026-07-14T00:39:00,62361.44
2026-07-14T00:40:00,62384.01
2026-07-14T00:41:00,62333.0
2026-07-14T00:42:00,62322.0
2026-07-14T00:43:00,62313.78
2026-07-14T00:44:00,62309.35
2026-07-14T00:45:00,62378.0
2026-07-14T00:46:00,62367.88
2026-07-14T00:47:00,62368.0
2026-07-14T00:48:00,62361.99
2026-07-14T00:49:00,62372.69
2026-07-14T00:50:00,62391.99
2026-07-14T00:51:00,62419.76
2026-07-14T00:52:00,62380.27
2026-07-14T00:53:00,62389.96
2026-07-14T00:54:00,62431.64
2026-07-14T00:55:00,62597.08
2026-07-14T00:56:00,62547.99
2026-07-14T00:57:00,62554.16
2026-07-14T00:58:00,62553.99
2026-07-14T00:59:00,62549.54
2026-07-14T01:00:00,62534.67
2026-07-14T01:01:00,62494.0
2026-07-14T01:02:00,62516.09
2026-07-14T01:03:00,62473.7
2026-07-14T01:04:00,62490.01
2026-07-14T01:05:00,62496.0
2026-07-14T01:06:00,62484.0
2026-07-14T01:07:00,62489.35
2026-07-14T01:08:00,62490.0
2026-07-14T01:09:00,62505.22
2026-07-14T01:10:00,62470.01
2026-07-14T01:11:00,62477.65
2026-07-14T01:12:00,62489.62
2026-07-14T01:13:00,62504.35
2026-07-14T01:14:00,62495.35
2026-07-14T01:15:00,62515.39
2026-07-14T01:16:00,62525.99
2026-07-14T01:17:00,62558.0
2026-07-14T01:18:00,62534.0
2026-07-14T01:19:00,62569.32
2026-07-14T01:20:00,62523.99
2026-07-14T01:21:00,62534.07
2026-07-14T01:22:00,62564.18
2026-07-14T01:23:00,62584.01
2026-07-14T01:24:00,62618.42
2026-07-14T01:25:00,62630.0
2026-07-14T01:26:00,62590.7
2026-07-14T01:27:00,62559.84
2026-07-14T01:28:00,62510.01
2026-07-14T01:29:00,62525.74
2026-07-14T01:30:00,62522.0
2026-07-14T01:31:00,62553.99
2026-07-14T01:32:00,62548.48
2026-07-14T01:33:00,62548.48
2026-07-14T01:34:00,62522.01
2026-07-14T01:35:00,62527.23
2026-07-14T01:36:00,62515.15
2026-07-14T01:37:00,62523.93
2026-07-14T01:38:00,62500.01
2026-07-14T01:39:00,62513.27
2026-07-14T01:40:00,62510.0
2026-07-14T01:41:00,62468.79
2026-07-14T01:42:00,62499.09
2026-07-14T01:43:00,62502.82
2026-07-14T01:44:00,62494.11
2026-07-14T01:45:00,62508.0
2026-07-14T01:46:00,62492.5
2026-07-14T01:47:00,62493.99
2026-07-14T01:48:00,62514.0
2026-07-14T01:49:00,62513.99
2026-07-14T01:50:00,62484.99
2026-07-14T01:51:00,62496.0
2026-07-14T01:52:00,62539.81
2026-07-14T01:53:00,62523.99
2026-07-14T01:54:00,62530.64
2026-07-14T01:55:00,62523.99
2026-07-14T01:56:00,62509.82
2026-07-14T01:57:00,62540.0
2026-07-14T01:58:00,62538.01
2026-07-14T01:59:00,62540.42
2026-07-14T02:00:00,62493.69
2026-07-14T02:01:00,62491.25
2026-07-14T02:02:00,62512.0
2026-07-14T02:03:00,62544.7
2026-07-14T02:04:00,62533.07
2026-07-14T02:05:00,62555.62
2026-07-14T02:06:00,62564.19
2026-07-14T02:07:00,62584.2
2026-07-14T02:08:00,62616.0
2026-07-14T02:09:00,62584.19
2026-07-14T02:10:00,62574.01
2026-07-14T02:11:00,62560.01
2026-07-14T02:12:00,62502.98
2026-07-14T02:13:00,62508.0
2026-07-14T02:14:00,62504.0
2026-07-14T02:15:00,62490.01
2026-07-14T02:16:00,62519.87
2026-07-14T02:17:00,62514.08
2026-07-14T02:18:00,62509.94
2026-07-14T02:19:00,62467.99
2026-07-14T02:20:00,62457.98
2026-07-14T02:21:00,62425.01
2026-07-14T02:22:00,62440.65
2026-07-14T02:23:00,62407.99
2026-07-14T02:24:00,62395.21
2026-07-14T02:25:00,62388.0
2026-07-14T02:26:00,62344.28
2026-07-14T02:27:00,62338.0
2026-07-14T02:28:00,62358.98
2026-07-14T02:29:00,62384.0
2026-07-14T02:30:00,62415.01
2026-07-14T02:31:00,62441.61
2026-07-14T02:32:00,62422.0
2026-07-14T02:33:00,62425.99
2026-07-14T02:34:00,62421.21
2026-07-14T02:35:00,62437.99
2026-07-14T02:36:00,62437.98
2026-07-14T02:37:00,62453.99
2026-07-14T02:38:00,62475.99
2026-07-14T02:39:00,62521.26
2026-07-14T02:40:00,62564.18
2026-07-14T02:41:00,62574.0
2026-07-14T02:42:00,62576.84
2026-07-14T02:43:00,62576.85
2026-07-14T02:44:00,62593.19
2026-07-14T02:45:00,62595.38
2026-07-14T02:46:00,62638.0
2026-07-14T02:47:00,62602.86
2026-07-14T02:48:00,62600.01
2026-07-14T02:49:00,62595.09
2026-07-14T02:50:00,62579.44
2026-07-14T02:51:00,62569.21
2026-07-14T02:52:00,62567.01
2026-07-14T02:53:00,62537.99
2026-07-14T02:54:00,62531.71
2026-07-14T02:55:00,62548.0
2026-07-14T02:56:00,62546.95
2026-07-14T02:57:00,62548.1
2026-07-14T02:58:00,62560.05
2026-07-14T02:59:00,62544.0
2026-07-14T03:00:00,62553.99
2026-07-14T03:01:00,62590.0
2026-07-14T03:02:00,62572.96
2026-07-14T03:03:00,62548.92
2026-07-14T03:04:00,62538.77
2026-07-14T03:05:00,62535.04
2026-07-14T03:06:00,62524.43
2026-07-14T03:07:00,62506.32
2026-07-14T03:08:00,62506.32
2026-07-14T03:09:00,62483.99
2026-07-14T03:10:00,62466.12
2026-07-14T03:11:00,62444.2
2026-07-14T03:12:00,62388.0
2026-07-14T03:13:00,62379.81
2026-07-14T03:14:00,62393.89
2026-07-14T03:15:00,62417.91
2026-07-14T03:16:00,62426.01
2026-07-14T03:17:00,62373.74
2026-07-14T03:18:00,62391.78
2026-07-14T03:19:00,62410.55
2026-07-14T03:20:00,62324.01
2026-07-14T03:21:00,62314.52
2026-07-14T03:22:00,62333.85
2026-07-14T03:23:00,62383.99
2026-07-14T03:24:00,62369.29
2026-07-14T03:25:00,62390.01
2026-07-14T03:26:00,62418.0
2026-07-14T03:27:00,62445.12
2026-07-14T03:28:00,62457.14
2026-07-14T03:29:00,62469.47
2026-07-14T03:30:00,62457.94
2026-07-14T03:31:00,62462.0
2026-07-14T03:32:00,62444.01
2026-07-14T03:33:00,62442.0
2026-07-14T03:34:00,62441.99
2026-07-14T03:35:00,62483.67
2026-07-14T03:36:00,62483.67
2026-07-14T03:37:00,62505.99
2026-07-14T03:38:00,62505.03
2026-07-14T03:39:00,62517.99
2026-07-14T03:40:00,62494.09
2026-07-14T03:41:00,62494.38
2026-07-14T03:42:00,62450.21
2026-07-14T03:43:00,62454.0
2026-07-14T03:44:00,62470.01
2026-07-14T03:45:00,62487.99
2026-07-14T03:46:00,62503.41
2026-07-14T03:47:00,62527.84
2026-07-14T03:48:00,62522.0
2026-07-14T03:49:00,62518.0
2026-07-14T03:50:00,62523.19
2026-07-14T03:51:00,62532.23
2026-07-14T03:52:00,62541.99
2026-07-14T03:53:00,62560.11
2026-07-14T03:54:00,62568.77
2026-07-14T03:55:00,62542.79
2026-07-14T03:56:00,62552.33
2026-07-14T03:57:00,62565.41
2026-07-14T03:58:00,62572.72
2026-07-14T03:59:00,62572.89
2026-07-14T04:00:00,62584.4
2026-07-14T04:01:00,62564.19
2026-07-14T04:02:00,62593.42
2026-07-14T04:03:00,62614.01
2026-07-14T04:04:00,62616.0
2026-07-14T04:05:00,62626.01
2026-07-14T04:06:00,62590.26
2026-07-14T04:07:00,62590.0
2026-07-14T04:08:00,62577.9
2026-07-14T04:09:00,62565.71
2026-07-14T04:10:00,62555.99
2026-07-14T04:11:00,62551.99
2026-07-14T04:12:00,62562.0
2026-07-14T04:13:00,62570.09
2026-07-14T04:14:00,62564.49
2026-07-14T04:15:00,62573.58
2026-07-14T04:16:00,62564.18
2026-07-14T04:17:00,62560.01
2026-07-14T04:18:00,62554.76
2026-07-14T04:19:00,62571.99
2026-07-14T04:20:00,62603.99
2026-07-14T04:21:00,62604.8
2026-07-14T04:22:00,62616.26
2026-07-14T04:23:00,62639.23
2026-07-14T04:24:00,62604.0
2026-07-14T04:25:00,62627.69
2026-07-14T04:26:00,62645.99
2026-07-14T04:27:00,62655.99
2026-07-14T04:28:00,62645.77
2026-07-14T04:29:00,62645.04
2026-07-14T04:30:00,62666.52
2026-07-14T04:31:00,62664.01
2026-07-14T04:32:00,62702.37
2026-07-14T04:33:00,62724.01
2026-07-14T04:34:00,62737.72
2026-07-14T04:35:00,62739.99
2026-07-14T04:36:00,62740.54
2026-07-14T04:37:00,62758.38
2026-07-14T04:38:00,62754.01
2026-07-14T04:39:00,62757.92
2026-07-14T04:40:00,62727.48
2026-07-14T04:41:00,62707.19
2026-07-14T04:42:00,62712.4
2026-07-14T04:43:00,62717.21
2026-07-14T04:44:00,62708.69
2026-07-14T04:45:00,62708.69
2026-07-14T04:46:00,62702.4
2026-07-14T04:47:00,62725.22
2026-07-14T04:48:00,62724.01
2026-07-14T04:49:00,62722.0
2026-07-14T04:50:00,62706.07
2026-07-14T04:51:00,62716.49
2026-07-14T04:52:00,62709.21
2026-07-14T04:53:00,62700.0
2026-07-14T04:54:00,62727.08
2026-07-14T04:55:00,62730.66
2026-07-14T04:56:00,62707.25
2026-07-14T04:57:00,62713.99
2026-07-14T04:58:00,62762.62
2026-07-14T04:59:00,62745.23
2026-07-14T05:00:00,62712.35
2026-07-14T05:01:00,62706.01
2026-07-14T05:02:00,62709.14
2026-07-14T05:03:00,62724.93
2026-07-14T05:04:00,62733.99
2026-07-14T05:05:00,62739.99
2026-07-14T05:06:00,62791.54
2026-07-14T05:07:00,62776.99
2026-07-14T05:08:00,62828.38
2026-07-14T05:09:00,62851.21
2026-07-14T05:10:00,62840.03
2026-07-14T05:11:00,62829.53
2026-07-14T05:12:00,62810.29
2026-07-14T05:13:00,62823.76
2026-07-14T05:14:00,62824.16
2026-07-14T05:15:00,62810.29
2026-07-14T05:16:00,62792.97
2026-07-14T05:17:00,62785.49
2026-07-14T05:18:00,62785.48
2026-07-14T05:19:00,62795.04
2026-07-14T05:20:00,62772.48
2026-07-14T05:21:00,62815.01
2026-07-14T05:22:00,62810.62
2026-07-14T05:23:00,62868.0
2026-07-14T05:24:00,62850.72
2026-07-14T05:25:00,62862.81
2026-07-14T05:26:00,62872.0
2026-07-14T05:27:00,62871.65
2026-07-14T05:28:00,62850.0
2026-07-14T05:29:00,62842.01
2026-07-14T05:30:00,62846.03
2026-07-14T05:31:00,62843.35
2026-07-14T05:32:00,62860.0
2026-07-14T05:33:00,62863.99
2026-07-14T05:34:00,62828.31
2026-07-14T05:35:00,62814.0
