Date,Close
2009-06-25,586320.0
2009-06-26,590640.0
2009-06-29,573040.0
2009-06-30,587040.0
2009-07-01,580880.0
2009-07-02,627200.0
2009-07-06,625760.0
2009-07-07,663520.0
2009-07-08,663440.0
2009-07-09,662000.0
2009-07-10,666400.0
2009-07-13,616880.0
2009-07-14,606080.0
2009-07-15,552960.0
2009-07-16,538400.0
2009-07-17,538160.0
2009-07-20,521600.0
2009-07-21,513680.0
2009-07-22,513200.0
2009-07-23,479840.0
2009-07-24,473920.0
2009-07-27,469280.0
2009-07-28,473920.0
2009-07-29,479760.0
2009-07-30,462720.0
2009-07-31,462000.0
2009-08-03,440160.0
2009-08-04,436000.0
2009-08-05,440560.0
2009-08-06,446160.0
2009-08-07,428800.0
2009-08-10,431520.0
2009-08-11,448560.0
2009-08-12,433040.0
2009-08-13,423200.0
2009-08-14,433360.0
2009-08-17,465680.0
2009-08-18,452560.0
2009-08-19,440720.0
2009-08-20,427680.0
2009-08-21,402800.0
2009-08-24,402880.0
2009-08-25,401120.0
2009-08-26,400240.0
2009-08-27,396400.0
2009-08-28,398320.0
2009-08-31,407840.0
2009-09-01,436160.0
2009-09-02,440320.0
2009-09-03,430160.0
2009-09-04,411200.0
2009-09-08,400640.0
2009-09-09,391200.0
2009-09-10,379280.0
2009-09-11,379520.0
2009-09-14,373280.0
2009-09-15,369440.0
2009-09-16,352320.0
2009-09-17,353920.0
2009-09-18,352240.0
2009-09-21,355680.0
2009-09-22,349440.0
2009-09-23,357920.0
2009-09-24,370080.0
2009-09-25,375840.0
2009-09-28,356000.0
2009-09-29,358800.0
2009-09-30,363520.0
2009-10-01,389760.0
2009-10-02,394560.0
2009-10-05,377280.0
2009-10-06,361440.0
2009-10-07,358480.0
2009-10-08,350320.0
2009-10-09,344320.0
2009-10-12,338960.0
2009-10-13,341600.0
2009-10-14,324160.0
2009-10-15,321600.0
2009-10-16,327120.0
2009-10-19,319280.0
2009-10-20,324160.0
2009-10-21,333280.0
2009-10-22,322960.0
2009-10-23,334080.0
2009-10-26,345440.0
2009-10-27,349680.0
2009-10-28,369200.0
2009-10-29,345840.0
2009-10-30,374400.0
2009-11-02,367600.0
2009-11-03,363680.0
2009-11-04,362000.0
2009-11-05,341600.0
2009-11-06,338240.0
2009-11-09,314560.0
2009-11-10,314960.0
2009-11-11,310000.0
2009-11-12,320080.0
2009-11-13,314240.0
2009-11-16,300560.0
2009-11-17,299760.0
2009-11-18,299920.0
2009-11-19,311760.0
2009-11-20,314160.0
2009-11-23,302560.0
2009-11-24,301920.0
2009-11-25,298320.0
2009-11-27,313120.0
2009-11-30,309760.0
2009-12-01,299200.0
2009-12-02,298720.0
2009-12-03,305040.0
2009-12-04,300160.0
2009-12-07,302000.0
2009-12-08,311440.0
2009-12-09,307920.0
2009-12-10,302960.0
2009-12-11,298240.0
2009-12-14,292720.0
2009-12-15,296960.0
2009-12-16,295520.0
2009-12-17,306400.0
2009-12-18,300800.0
2009-12-21,292480.0
2009-12-22,288800.0
2009-12-23,286800.0
2009-12-24,282240.0
2009-12-28,280960.0
2009-12-29,282320.0
2009-12-30,282400.0
2009-12-31,290320.0
2010-01-04,276240.0
2010-01-05,273840.0
2010-01-06,273040.0
2010-01-07,269840.0
2010-01-08,267200.0
2010-01-11,266080.0
2010-01-12,273360.0
2010-01-13,266320.0
2010-01-14,264080.0
2010-01-15,272880.0
2010-01-19,263040.0
2010-01-20,270880.0
2010-01-21,286640.0
2010-01-22,305520.0
2010-01-25,301280.0
2010-01-26,305040.0
2010-01-27,300480.0
2010-01-28,311040.0
2010-01-29,321120.0
2010-02-01,306640.0
2010-02-02,294720.0
2010-02-03,298960.0
2010-02-04,326880.0
2010-02-05,324480.0
2010-02-08,332000.0
2010-02-09,319840.0
2010-02-10,321280.0
2010-02-11,311840.0
2010-02-12,312320.0
2010-02-16,297520.0
2010-02-17,293200.0
2010-02-18,287520.0
2010-02-19,285760.0
2010-02-22,285760.0
2010-02-23,296320.0
2010-02-24,288000.0
2010-02-25,288720.0
2010-02-26,288320.0
2010-03-01,279600.0
2010-03-02,277520.0
2010-03-03,276560.0
2010-03-04,274000.0
2010-03-05,262160.0
2010-03-08,261920.0
2010-03-09,260800.0
2010-03-10,257200.0
2010-03-11,253920.0
2010-03-12,253760.0
2010-03-15,253600.0
2010-03-16,247520.0
2010-03-17,243200.0
2010-03-18,243600.0
2010-03-19,247200.0
2010-03-22,243120.0
2010-03-23,237760.0
2010-03-24,241360.0
2010-03-25,242480.0
2010-03-26,242240.0
2010-03-29,238240.0
2010-03-30,238000.0
2010-03-31,240400.0
2010-04-01,235120.0
2010-04-05,229760.0
2010-04-06,227920.0
2010-04-07,231600.0
2010-04-08,229360.0
2010-04-09,225200.0
2010-04-12,223600.0
2010-04-13,222960.0
2010-04-14,215680.0
2010-04-15,215200.0
2010-04-16,225520.0
2010-04-19,222720.0
2010-04-20,217040.0
2010-04-21,218080.0
2010-04-22,216160.0
2010-04-23,212000.0
2010-04-26,214320.0
2010-04-27,229520.0
2010-04-28,224560.0
2010-04-29,216080.0
2010-04-30,226960.0
2010-05-03,217360.0
2010-05-04,233040.0
2010-05-05,237760.0
2010-05-06,260560.0
2010-05-07,272880.0
2010-05-10,237120.0
2010-05-11,239120.0
2010-05-12,229120.0
2010-05-13,237360.0
2010-05-14,250160.0
2010-05-17,249520.0
2010-05-18,259840.0
2010-05-19,264160.0
2010-05-20,294400.0
2010-05-21,281760.0
2010-05-24,292480.0
2010-05-25,291680.0
2010-05-26,297200.0
2010-05-27,266960.0
2010-05-28,276480.0
2010-06-01,291040.0
2010-06-02,268160.0
2010-06-03,265760.0
2010-06-04,292240.0
2010-06-07,304480.0
2010-06-08,295360.0
2010-06-09,299680.0
2010-06-10,272880.0
2010-06-11,268960.0
2010-06-14,269760.0
2010-06-15,251920.0
2010-06-16,252000.0
2010-06-17,250960.0
2010-06-18,250160.0
2010-06-21,252400.0
2010-06-22,264480.0
2010-06-23,267200.0
2010-06-24,280080.0
2010-06-25,276320.0
2010-06-28,279760.0
2010-06-29,305120.0
2010-06-30,314800.0
2010-07-01,317440.0
2010-07-02,322800.0
2010-07-06,317360.0
2010-07-07,286880.0
2010-07-08,278640.0
2010-07-09,272640.0
2010-07-12,271680.0
2010-07-13,259520.0
2010-07-14,259440.0
2010-07-15,258800.0
2010-07-16,280480.0
2010-07-19,275680.0
2010-07-20,266560.0
2010-07-21,276800.0
2010-07-22,258400.0
2010-07-23,251680.0
2010-07-26,243520.0
2010-07-27,243920.0
2010-07-28,248640.0
2010-07-29,252000.0
2010-07-30,251600.0
2010-08-02,235200.0
2010-08-03,238240.0
2010-08-04,233520.0
2010-08-05,234400.0
2010-08-06,237040.0
2010-08-09,233280.0
2010-08-10,236880.0
2010-08-11,256400.0
2010-08-12,261600.0
2010-08-13,263920.0
2010-08-16,263840.0
2010-08-17,254400.0
2010-08-18,252800.0
2010-08-19,265600.0
2010-08-20,268720.0
2010-08-23,271600.0
2010-08-24,283440.0
2010-08-25,280720.0
2010-08-26,286560.0
2010-08-27,273040.0
2010-08-30,284560.0
2010-08-31,283920.0
2010-09-01,259200.0
2010-09-02,252000.0
2010-09-03,242000.0
2010-09-07,249760.0
2010-09-08,244880.0
2010-09-09,241760.0
2010-09-10,237600.0
2010-09-13,229920.0
2010-09-14,230160.0
2010-09-15,227680.0
2010-09-16,227760.0
2010-09-17,228000.0
2010-09-20,217120.0
2010-09-21,218400.0
2010-09-22,221440.0
2010-09-23,226800.0
2010-09-24,212880.0
2010-09-27,215760.0
2010-09-28,213440.0
2010-09-29,215040.0
2010-09-30,216720.0
2010-10-01,213920.0
2010-10-04,218720.0
2010-10-05,205440.0
2010-10-06,205360.0
2010-10-07,206080.0
2010-10-08,202800.0
2010-10-11,202160.0
2010-10-12,200160.0
2010-10-13,195760.0
2010-10-14,197600.0
2010-10-15,196560.0
2010-10-18,201600.0
2010-10-19,201280.0
2010-10-20,195200.0
2010-10-21,194080.0
2010-10-22,192800.0
2010-10-25,191440.0
2010-10-26,191120.0
2010-10-27,192640.0
2010-10-28,192320.0
2010-10-29,192080.0
2010-11-01,192080.0
2010-11-02,187360.0
2010-11-03,184880.0
2010-11-04,174400.0
2010-11-05,172240.0
2010-11-08,173280.0
2010-11-09,177120.0
2010-11-10,175120.0
2010-11-11,176880.0
2010-11-12,183280.0
2010-11-15,184080.0
2010-11-16,192560.0
2010-11-17,192320.0
2010-11-18,183840.0
2010-11-19,182480.0
2010-11-22,182880.0
